mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__max_depth,param_classifier__max_features,param_classifier__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.5590400695800781,0.020658631600451595,0.05953612327575684,0.006639547259333832,5,log2,200,"{'classifier__max_depth': 5, 'classifier__max_features': 'log2', 'classifier__n_estimators': 200}",0.76,0.7142857142857143,0.7647058823529411,0.6808510638297872,0.7843137254901961,0.7408312771917277,0.03776361455336131,9,0.7848101265822784,0.7950617283950617,0.8020050125313283,0.7960199004975125,0.8010610079575596,0.7957915551927481,0.006124553005707541
0.8098795413970947,0.01974080290548479,0.08261208534240723,0.012416775588450705,5,log2,300,"{'classifier__max_depth': 5, 'classifier__max_features': 'log2', 'classifier__n_estimators': 300}",0.76,0.7272727272727273,0.7572815533980582,0.6736842105263158,0.7961165048543689,0.7428709992102941,0.04090542366773676,7,0.7878787878787878,0.7871287128712872,0.8020050125313283,0.7990074441687345,0.8,0.7952039914900275,0.006365384039121467
0.26104202270507815,0.0824396630254716,0.04510049819946289,0.019714847825109176,10,sqrt,100,"{'classifier__max_depth': 10, 'classifier__max_features': 'sqrt', 'classifier__n_estimators': 100}",0.7647058823529411,0.6666666666666666,0.7567567567567568,0.6804123711340206,0.7927927927927928,0.7322668939406356,0.04961392372253141,21,0.9330143540669856,0.9456264775413712,0.9428571428571428,0.9343065693430657,0.9448441247002398,0.940129733701761,0.0053743149613889795
0.3521157741546631,0.028381884844676658,0.04604463577270508,0.0020486838756997245,10,sqrt,200,"{'classifier__max_depth': 10, 'classifier__max_features': 'sqrt', 'classifier__n_estimators': 200}",0.7572815533980582,0.6868686868686869,0.7368421052631579,0.6804123711340206,0.7964601769911505,0.7315729787310149,0.043623215114153735,23,0.9397590361445783,0.9550827423167849,0.9451073985680191,0.9368932038834952,0.9448441247002398,0.9443373011226235,0.006207890472394089
0.4944753170013428,0.034184136883195444,0.06481165885925293,0.0161083966070544,10,sqrt,300,"{'classifier__max_depth': 10, 'classifier__max_features': 'sqrt', 'classifier__n_estimators': 300}",0.7428571428571429,0.7,0.7747747747747747,0.6804123711340206,0.7927927927927928,0.7381674163117461,0.04275142312438878,13,0.9400479616306955,0.9550827423167849,0.9451073985680191,0.9343065693430657,0.9473684210526315,0.9443826185822394,0.006989263044304348
0.3205275058746338,0.040281905514765536,0.0395237922668457,0.005649844699417504,10,log2,100,"{'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__n_estimators': 100}",0.7647058823529411,0.6666666666666666,0.7567567567567568,0.6804123711340206,0.7927927927927928,0.7322668939406356,0.04961392372253141,21,0.9330143540669856,0.9456264775413712,0.9428571428571428,0.9343065693430657,0.9448441247002398,0.940129733701761,0.0053743149613889795
0.6781271934509278,0.060089823237214006,0.08184189796447754,0.011820204719771644,10,log2,200,"{'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__n_estimators': 200}",0.7572815533980582,0.6868686868686869,0.7368421052631579,0.6804123711340206,0.7964601769911505,0.7315729787310149,0.043623215114153735,23,0.9397590361445783,0.9550827423167849,0.9451073985680191,0.9368932038834952,0.9448441247002398,0.9443373011226235,0.006207890472394089
0.9489842414855957,0.10256893431276912,0.09591555595397949,0.007883416850323304,10,log2,300,"{'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__n_estimators': 300}",0.7428571428571429,0.7,0.7747747747747747,0.6804123711340206,0.7927927927927928,0.7381674163117461,0.04275142312438878,13,0.9400479616306955,0.9550827423167849,0.9451073985680191,0.9343065693430657,0.9473684210526315,0.9443826185822394,0.006989263044304348
0.33325705528259275,0.012145460005718969,0.04599180221557617,0.007663565242824511,15,sqrt,100,"{'classifier__max_depth': 15, 'classifier__max_features': 'sqrt', 'classifier__n_estimators': 100}",0.6981132075471698,0.6666666666666666,0.7413793103448276,0.7647058823529411,0.8108108108108109,0.7363351755444832,0.050381704051896965,17,0.9790209790209791,0.9815668202764977,0.9767441860465116,0.9791183294663574,0.9767441860465116,0.9786389001713716,0.0017960198255084722
0.5925084590911865,0.024581445245831356,0.06834707260131836,0.005880305979127901,15,sqrt,200,"{'classifier__max_depth': 15, 'classifier__max_features': 'sqrt', 'classifier__n_estimators': 200}",0.7169811320754716,0.6915887850467289,0.7543859649122807,0.7619047619047619,0.8108108108108109,0.7471342909500108,0.0407920800774557,1,0.9813953488372092,0.9815668202764977,0.9767441860465116,0.9743589743589743,0.9743589743589743,0.9776848607756335,0.003220100653100462
0.9111580371856689,0.025819543369259002,0.10198841094970704,0.005865113546379263,15,sqrt,300,"{'classifier__max_depth': 15, 'classifier__max_features': 'sqrt', 'classifier__n_estimators': 300}",0.7102803738317757,0.6915887850467289,0.7543859649122807,0.75,0.8108108108108109,0.7434131869203193,0.0412062606947232,5,0.9813953488372092,0.9814814814814815,0.9767441860465116,0.9719626168224299,0.9719626168224299,0.9767092500020125,0.0042378293782808505
0.3331908702850342,0.01591087651189724,0.03919343948364258,0.0017101838926587296,15,log2,100,"{'classifier__max_depth': 15, 'classifier__max_features': 'log2', 'classifier__n_estimators': 100}",0.6981132075471698,0.6666666666666666,0.7413793103448276,0.7647058823529411,0.8108108108108109,0.7363351755444832,0.050381704051896965,17,0.9790209790209791,0.9815668202764977,0.9767441860465116,0.9791183294663574,0.9767441860465116,0.9786389001713716,0.0017960198255084722
0.636164665222168,0.014398878111615897,0.06219348907470703,0.010323177964603969,15,log2,200,"{'classifier__max_depth': 15, 'classifier__max_features': 'log2', 'classifier__n_estimators': 200}",0.7169811320754716,0.6915887850467289,0.7543859649122807,0.7619047619047619,0.8108108108108109,0.7471342909500108,0.0407920800774557,1,0.9813953488372092,0.9815668202764977,0.9767441860465116,0.9743589743589743,0.9743589743589743,0.9776848607756335,0.003220100653100462
0.8419666767120362,0.11143734525484911,0.08042726516723633,0.0057739816430073185,15,log2,300,"{'classifier__max_depth': 15, 'classifier__max_features': 'log2', 'classifier__n_estimators': 300}",0.7102803738317757,0.6915887850467289,0.7543859649122807,0.75,0.8108108108108109,0.7434131869203193,0.0412062606947232,5,0.9813953488372092,0.9814814814814815,0.9767441860465116,0.9719626168224299,0.9719626168224299,0.9767092500020125,0.0042378293782808505
